UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,STATE,AG_ECO9,EPA_REG,SAMPLE_TYPE,LAB,MATRIX,SAM_CODE,ANALYTE,BATCH_ID,SAMPLE_ID,RESULT,RESULT_UNITS,RL,MDL,ABSORBANCE,ABSORBANCE_UNITS,DATE_RECEIVED,DATE_ANALYZED,CONDITION_CODE,ANALYST,DILUTION_FACTOR,KIT_ID,NARS_FLAG
2014625,4/28/2021,NRS18_IN_10032,9/11/2019,1,IN,TPL,Region_05,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,123966,,ug/L,0.15,0.1,1.27,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX2,ND
2014625,4/28/2021,NRS18_IN_10032,9/11/2019,1,IN,TPL,Region_05,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ3,123967,,ug/L,0.15,0.1,1.004,Std. Units,10/9/2019,12/20/2019,ok,KH,,DecZ3,ND
2014626,4/28/2021,NRS18_IA_RF002,9/11/2019,1,IA,,Region_07,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,116526,,ug/L,0.15,0.1,1.382,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX2,ND
2014626,4/28/2021,NRS18_IA_RF002,9/11/2019,1,IA,,Region_07,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,116526,,ug/L,0.1,0.05,1.155,Std. Units,10/10/2019,12/12/2019,ok,KH,,DecX2,ND
2014626,4/28/2021,NRS18_IA_RF002,9/11/2019,1,IA,,Region_07,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ3,116527,,ug/L,0.15,0.1,1.099,Std. Units,10/3/2019,12/20/2019,ok,KH,,DecZ3,ND
2014627,4/28/2021,NRS18_OR_10040,9/11/2019,1,OR,WMT,Region_10,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,131386,,ug/L,0.1,0.05,1.625,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3,ND
2014627,4/28/2021,NRS18_OR_10040,9/11/2019,1,OR,WMT,Region_10,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3b,131386,,ug/L,0.15,0.1,1.182,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3b,ND
2014627,4/28/2021,NRS18_OR_10040,9/11/2019,1,OR,WMT,Region_10,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,131387,,ug/L,0.15,0.1,1.099,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014628,4/28/2021,NRS18_NJ_11233,9/11/2019,1,NJ,CPL,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,123266,0.067,ug/L,0.1,0.05,1.061,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,L
2014628,4/28/2021,NRS18_NJ_11233,9/11/2019,1,NJ,CPL,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,123266,,ug/L,0.15,0.1,1.378,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014628,4/28/2021,NRS18_NJ_11233,9/11/2019,1,NJ,CPL,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,123267,,ug/L,0.15,0.1,1.014,Std. Units,10/9/2019,12/19/2019,ok,KH,,DecZ2,ND
2014629,4/28/2021,NRS18_MS_10010,9/11/2019,2,MS,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX4,134366,,ug/L,0.1,0.05,1.52,Std. Units,10/17/2019,12/17/2019,ok,KH,,DecX4,ND
2014629,4/28/2021,NRS18_MS_10010,9/11/2019,2,MS,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,DecX4,134366,,ug/L,0.15,0.1,1.089,Std. Units,10/17/2019,12/16/2019,ok,KH,,DecX4,ND
2014629,4/28/2021,NRS18_MS_10010,9/11/2019,2,MS,CPL,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,134367,,ug/L,0.15,0.1,1.001,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014630,4/28/2021,NRS18_VA_RF002,9/11/2019,1,VA,,Region_03,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,135186,,ug/L,0.1,0.05,1.641,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3,ND
2014630,4/28/2021,NRS18_VA_RF002,9/11/2019,1,VA,,Region_03,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3,135186,,ug/L,0.15,0.1,1.178,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX3,ND
2014630,4/28/2021,NRS18_VA_RF002,9/11/2019,1,VA,,Region_03,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,135187,,ug/L,0.15,0.1,1.057,Std. Units,11/6/2019,12/19/2019,ok,KH,,DecZ2,ND
2014631,4/28/2021,NRS18_CO_RF020,9/11/2019,1,CO,,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,125006,,ug/L,0.1,0.05,1.66,Std. Units,10/10/2019,12/13/2019,ok,KH,,DecX3,ND
2014631,4/28/2021,NRS18_CO_RF020,9/11/2019,1,CO,,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3b,125006,,ug/L,0.15,0.1,1.228,Std. Units,10/10/2019,12/13/2019,ok,KH,,DecX3b,ND
2014631,4/28/2021,NRS18_CO_RF020,9/11/2019,1,CO,,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ3,125007,,ug/L,0.15,0.1,1.124,Std. Units,10/3/2019,12/20/2019,ok,KH,,DecZ3,ND
2014632,4/28/2021,NRS18_KS_10009,9/17/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,885206,0.148,ug/L,0.15,0.1,1.172,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,L
2014632,4/28/2021,NRS18_KS_10009,9/17/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,885206,,ug/L,0.1,0.05,1.171,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014632,4/28/2021,NRS18_KS_10009,9/17/2019,1,KS,TPL,Region_07,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,885207,0.149,ug/L,0.15,0.1,0.91,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,L
2014633,4/28/2021,NRS18_KS_10113,9/11/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,132526,,ug/L,0.1,0.05,1.107,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX1,ND
2014633,4/28/2021,NRS18_KS_10113,9/11/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,132526,0.105,ug/L,0.15,0.1,1.229,Std. Units,10/10/2019,12/10/2019,ok,KH,,DecX1,L
2014633,4/28/2021,NRS18_KS_10113,9/11/2019,1,KS,TPL,Region_07,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,132527,,ug/L,0.15,0.1,1.025,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014634,4/28/2021,NRS18_MT_10107,9/11/2019,1,MT,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX4,136886,,ug/L,0.1,0.05,1.605,Std. Units,10/10/2019,12/17/2019,ok,KH,,DecX4,ND
2014634,4/28/2021,NRS18_MT_10107,9/11/2019,1,MT,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,DecX4,136886,,ug/L,0.15,0.1,1.134,Std. Units,10/10/2019,12/16/2019,ok,KH,,DecX4,ND
2014634,4/28/2021,NRS18_MT_10107,9/11/2019,1,MT,NPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,136887,,ug/L,0.15,0.1,1.05,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014635,4/28/2021,NRS18_SD_10002,9/11/2019,2,SD,TPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,135706,,ug/L,0.1,0.05,1.187,Std. Units,11/6/2019,12/11/2019,ok,KH,,DecX1,ND
2014635,4/28/2021,NRS18_SD_10002,9/11/2019,2,SD,TPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,135706,,ug/L,0.15,0.1,1.316,Std. Units,11/6/2019,12/10/2019,ok,KH,,DecX1,ND
2014635,4/28/2021,NRS18_SD_10002,9/11/2019,2,SD,TPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ3,135707,,ug/L,0.15,0.1,1.064,Std. Units,11/6/2019,12/20/2019,ok,KH,,DecZ3,ND
2014636,4/28/2021,NRS18_NY_10279,9/12/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,DecX4,136686,,ug/L,0.15,0.1,1.145,Std. Units,10/17/2019,12/16/2019,ok,KH,,DecX4,ND
2014636,4/28/2021,NRS18_NY_10279,9/12/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX4,136686,,ug/L,0.1,0.05,1.51,Std. Units,10/17/2019,12/17/2019,ok,KH,,DecX4,ND
2014636,4/28/2021,NRS18_NY_10279,9/12/2019,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,136687,,ug/L,0.15,0.1,1.052,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014637,4/28/2021,NRS18_MT_10027,9/12/2019,2,MT,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,137426,,ug/L,0.1,0.05,1.13,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX1,ND
2014637,4/28/2021,NRS18_MT_10027,9/12/2019,2,MT,NPL,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,137426,,ug/L,0.15,0.1,1.292,Std. Units,10/10/2019,12/10/2019,ok,KH,,DecX1,ND
2014637,4/28/2021,NRS18_MT_10027,9/12/2019,2,MT,NPL,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,137427,,ug/L,0.15,0.1,1.083,Std. Units,10/9/2019,12/19/2019,ok,KH,,DecZ2,ND
2014638,4/28/2021,NRS18_PA_10024,9/12/2019,1,PA,NAP,Region_03,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,113026,,ug/L,0.1,0.05,1.206,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014638,4/28/2021,NRS18_PA_10024,9/12/2019,1,PA,NAP,Region_03,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,113026,,ug/L,0.15,0.1,1.356,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014638,4/28/2021,NRS18_PA_10024,9/12/2019,1,PA,NAP,Region_03,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ4,113027,,ug/L,0.15,0.1,1.204,Std. Units,11/6/2019,12/26/2019,ok,KH,,DecZ4,ND
2014639,4/28/2021,NRS18_MD_10018,9/12/2019,1,MD,SAP,Region_03,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,128526,,ug/L,0.15,0.1,1.276,Std. Units,10/10/2019,12/10/2019,ok,KH,,DecX1,ND
2014639,4/28/2021,NRS18_MD_10018,9/12/2019,1,MD,SAP,Region_03,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,128526,,ug/L,0.1,0.05,1.232,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX1,ND
2014639,4/28/2021,NRS18_MD_10018,9/12/2019,1,MD,SAP,Region_03,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,128527,,ug/L,0.15,0.1,1.006,Std. Units,10/9/2019,12/19/2019,ok,KH,,DecZ2,ND
2014640,4/28/2021,NRS18_ME_10006,9/12/2019,2,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,136026,0.052,ug/L,0.1,0.05,1.507,Std. Units,10/10/2019,12/13/2019,ok,KH,,DecX3,L
2014640,4/28/2021,NRS18_ME_10006,9/12/2019,2,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3b,136026,,ug/L,0.15,0.1,1.213,Std. Units,10/10/2019,12/13/2019,ok,KH,,DecX3b,ND
2014640,4/28/2021,NRS18_ME_10006,9/12/2019,2,ME,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,136027,,ug/L,0.15,0.1,1.029,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014641,4/28/2021,NRS18_NJ_10020,9/12/2019,1,NJ,SAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,137146,,ug/L,0.1,0.05,1.186,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014641,4/28/2021,NRS18_NJ_10020,9/12/2019,1,NJ,SAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,137146,,ug/L,0.15,0.1,1.436,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014641,4/28/2021,NRS18_NJ_10020,9/12/2019,1,NJ,SAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ3,137147,,ug/L,0.15,0.1,1.064,Std. Units,10/9/2019,12/20/2019,ok,KH,,DecZ3,ND
2014642,4/28/2021,NRS18_GA_10020,9/12/2019,1,GA,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,134006,,ug/L,0.1,0.05,1.233,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX1,ND
2014642,4/28/2021,NRS18_GA_10020,9/12/2019,1,GA,SAP,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,134006,,ug/L,0.15,0.1,1.243,Std. Units,10/10/2019,12/10/2019,ok,KH,,DecX1,ND
2014642,4/28/2021,NRS18_GA_10020,9/12/2019,1,GA,SAP,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,134007,,ug/L,0.15,0.1,1.039,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014643,4/28/2021,NRS18_KS_10041,9/18/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,885166,,ug/L,0.1,0.05,1.622,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3,ND
2014643,4/28/2021,NRS18_KS_10041,9/18/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3b,885166,0.137,ug/L,0.15,0.1,1.09,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3b,L
2014643,4/28/2021,NRS18_KS_10041,9/18/2019,1,KS,TPL,Region_07,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,885167,,ug/L,0.15,0.1,0.961,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014644,4/28/2021,NRS18_KS_10051,9/19/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,137306,,ug/L,0.1,0.05,1.139,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX1,ND
2014644,4/28/2021,NRS18_KS_10051,9/19/2019,1,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,137306,0.112,ug/L,0.15,0.1,1.218,Std. Units,10/17/2019,12/10/2019,ok,KH,,DecX1,L
2014644,4/28/2021,NRS18_KS_10051,9/19/2019,1,KS,TPL,Region_07,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,137307,,ug/L,0.15,0.1,1.015,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014645,4/28/2021,NRS18_NC_10346,9/12/2019,1,NC,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,119606,,ug/L,0.15,0.1,1.349,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014645,4/28/2021,NRS18_NC_10346,9/12/2019,1,NC,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,119606,,ug/L,0.1,0.05,1.157,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014645,4/28/2021,NRS18_NC_10346,9/12/2019,1,NC,CPL,Region_04,MICZ,NCDEQ,WATER,REGULAR,MICZ,9262019,119607,,ug/L,0.15,0.1,1.001,Std. Units,43721,18165,OK,A Williams,1,19S09CT52,ND
2014646,4/28/2021,NRS18_NY_10283,9/13/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,136986,,ug/L,0.15,0.1,1.378,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014646,4/28/2021,NRS18_NY_10283,9/13/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,136986,0.055,ug/L,0.1,0.05,1.094,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,L
2014646,4/28/2021,NRS18_NY_10283,9/13/2019,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,136987,,ug/L,0.15,0.1,1.051,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014647,4/28/2021,NRS18_NY_10286,9/13/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX4,136666,0.05,ug/L,0.1,0.05,1.507,Std. Units,10/17/2019,12/17/2019,ok,KH,,DecX4,L
2014647,4/28/2021,NRS18_NY_10286,9/13/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,DecX4,136666,,ug/L,0.15,0.1,1.118,Std. Units,10/17/2019,12/16/2019,ok,KH,,DecX4,ND
2014647,4/28/2021,NRS18_NY_10286,9/13/2019,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,136667,,ug/L,0.15,0.1,1.056,Std. Units,10/9/2019,12/19/2019,ok,KH,,DecZ2,ND
2014648,4/28/2021,NRS18_ME_10002,9/13/2019,2,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,135986,,ug/L,0.1,0.05,1.224,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX1,ND
2014648,4/28/2021,NRS18_ME_10002,9/13/2019,2,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,135986,,ug/L,0.15,0.1,1.254,Std. Units,10/10/2019,12/10/2019,ok,KH,,DecX1,ND
2014648,4/28/2021,NRS18_ME_10002,9/13/2019,2,ME,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,135987,,ug/L,0.15,0.1,1.091,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014649,4/28/2021,NRS18_NY_10091,9/15/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,DecX1,137166,,ug/L,0.15,0.1,1.256,Std. Units,10/17/2019,12/10/2019,ok,KH,,DecX1,ND
2014649,4/28/2021,NRS18_NY_10091,9/15/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX1,137166,,ug/L,0.1,0.05,1.18,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX1,ND
2014649,4/28/2021,NRS18_NY_10091,9/15/2019,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ4,137167,,ug/L,0.15,0.1,1.121,Std. Units,10/9/2019,12/26/2019,ok,KH,,DecZ4,ND
2014650,4/28/2021,NRS18_MS_10013,9/13/2019,1,MS,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,102786,0.073,ug/L,0.1,0.05,1.421,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3,L
2014650,4/28/2021,NRS18_MS_10013,9/13/2019,1,MS,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3b,102786,,ug/L,0.15,0.1,1.268,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3b,ND
2014650,4/28/2021,NRS18_MS_10013,9/13/2019,1,MS,CPL,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,102787,,ug/L,0.15,0.1,1.042,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014651,4/28/2021,NRS18_ME_10001,9/15/2019,2,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,137206,,ug/L,0.15,0.1,1.407,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014651,4/28/2021,NRS18_ME_10001,9/15/2019,2,ME,NAP,Region_01,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,137206,,ug/L,0.1,0.05,1.192,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014651,4/28/2021,NRS18_ME_10001,9/15/2019,2,ME,NAP,Region_01,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,137207,,ug/L,0.15,0.1,1.045,Std. Units,10/9/2019,12/19/2019,ok,KH,,DecZ2,ND
2014652,4/28/2021,NRS18_MT_10048,9/13/2019,1,MT,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,137466,,ug/L,0.15,0.1,1.343,Std. Units,10/10/2019,12/11/2019,ok,KH,,DecX2,ND
2014652,4/28/2021,NRS18_MT_10048,9/13/2019,1,MT,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,137466,,ug/L,0.1,0.05,1.165,Std. Units,10/10/2019,12/12/2019,ok,KH,,DecX2,ND
2014652,4/28/2021,NRS18_MT_10048,9/13/2019,1,MT,WMT,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,137467,,ug/L,0.15,0.1,1.103,Std. Units,10/9/2019,12/18/2019,c,KH,,DecZ1,ND
2014653,4/28/2021,NRS18_MT_10002,9/15/2019,2,MT,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX4,137406,,ug/L,0.1,0.05,1.593,Std. Units,10/10/2019,12/17/2019,ok,KH,,DecX4,ND
2014653,4/28/2021,NRS18_MT_10002,9/15/2019,2,MT,WMT,Region_08,MICX,EnviroScience,WATER,REGULAR,MICX,DecX4,137406,,ug/L,0.15,0.1,1.125,Std. Units,10/10/2019,12/16/2019,ok,KH,,DecX4,ND
2014653,4/28/2021,NRS18_MT_10002,9/15/2019,2,MT,WMT,Region_08,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,137407,,ug/L,0.15,0.1,1.013,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014654,4/28/2021,NRS18_MD_10632,9/16/2019,1,MD,CPL,Region_03,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,128546,,ug/L,0.15,0.1,1.418,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014654,4/28/2021,NRS18_MD_10632,9/16/2019,1,MD,CPL,Region_03,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,128546,,ug/L,0.1,0.05,1.136,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014654,4/28/2021,NRS18_MD_10632,9/16/2019,1,MD,CPL,Region_03,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ1,128547,,ug/L,0.15,0.1,1.053,Std. Units,10/9/2019,12/18/2019,ok,KH,,DecZ1,ND
2014655,4/28/2021,NRS18_VA_10018,9/16/2019,1,VA,SAP,Region_03,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,135306,,ug/L,0.1,0.05,1.638,Std. Units,11/6/2019,12/13/2019,ok,KH,,DecX3,ND
2014655,4/28/2021,NRS18_VA_10018,9/16/2019,1,VA,SAP,Region_03,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3b,135306,,ug/L,0.15,0.1,1.249,Std. Units,11/6/2019,12/13/2019,ok,KH,,DecX3b,ND
2014655,4/28/2021,NRS18_VA_10018,9/16/2019,1,VA,SAP,Region_03,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,135307,,ug/L,0.15,0.1,1.037,Std. Units,11/6/2019,12/19/2019,ok,KH,,DecZ2,ND
2014656,4/28/2021,NRS18_AL_10638,9/15/2019,1,AL,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX4,125566,,ug/L,0.1,0.05,1.531,Std. Units,10/17/2019,12/17/2019,ok,KH,,DecX4,ND
2014656,4/28/2021,NRS18_AL_10638,9/15/2019,1,AL,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,DecX4,125566,0.129,ug/L,0.15,0.1,1.016,Std. Units,10/17/2019,12/16/2019,ok,KH,,DecX4,L
2014656,4/28/2021,NRS18_AL_10638,9/15/2019,1,AL,CPL,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ4,125567,,ug/L,0.15,0.1,1.109,Std. Units,10/9/2019,12/26/2019,ok,KH,,DecZ4,ND
2014657,4/28/2021,NRS18_AL_10017,9/16/2019,1,AL,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX3,125726,,ug/L,0.1,0.05,1.641,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3,ND
2014657,4/28/2021,NRS18_AL_10017,9/16/2019,1,AL,CPL,Region_04,MICX,EnviroScience,WATER,REGULAR,MICX,DecX3b,125726,,ug/L,0.15,0.1,1.147,Std. Units,10/17/2019,12/13/2019,ok,KH,,DecX3b,ND
2014657,4/28/2021,NRS18_AL_10017,9/16/2019,1,AL,CPL,Region_04,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ4,125727,,ug/L,0.15,0.1,1.126,Std. Units,10/9/2019,12/26/2019,ok,KH,,DecZ4,ND
2014658,4/28/2021,NRS18_NY_10013,9/16/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,123286,,ug/L,0.15,0.1,1.325,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014658,4/28/2021,NRS18_NY_10013,9/16/2019,1,NY,NAP,Region_02,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,123286,,ug/L,0.1,0.05,1.133,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014658,4/28/2021,NRS18_NY_10013,9/16/2019,1,NY,NAP,Region_02,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ3,123287,,ug/L,0.15,0.1,1.059,Std. Units,10/9/2019,12/20/2019,ok,KH,,DecZ3,ND
2014659,4/28/2021,NRS18_KS_10012,9/16/2019,2,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,CYLSPER,DecX2,131986,,ug/L,0.1,0.05,1.176,Std. Units,10/17/2019,12/12/2019,ok,KH,,DecX2,ND
2014659,4/28/2021,NRS18_KS_10012,9/16/2019,2,KS,TPL,Region_07,MICX,EnviroScience,WATER,REGULAR,MICX,DecX2,131986,,ug/L,0.15,0.1,1.341,Std. Units,10/17/2019,12/11/2019,ok,KH,,DecX2,ND
2014659,4/28/2021,NRS18_KS_10012,9/16/2019,2,KS,TPL,Region_07,MICZ,EnviroScience,WATER,REGULAR,MICZ,DecZ2,131987,,ug/L,0.15,0.1,1.022,Std. Units,10/9/2019,12/19/2019,ok,KH,,DecZ2,ND
